points_scored,plus_minus,outcome,seconds_played_per_game,made_field_goals_percent,made_three_point_field_goals_percent,made_free_throws_percent,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,NAME_x,Start_Year_x,Age,Name_Year,File_Name,TEAM,SALARY,POSITION
19.3,2.43,44,2180.38,43.31,35.06,80.46,0.46,3.6,8.79,1.82,0.49,3.6,2.67,15.39,John Wall,2013,23,John Wall@@@2014,2013-2014_walljo01_regular_season_box_scores.csv,Washington Wizards,"$14,746,000",PG
13.76,-1.74,23,1566.98,50.59,35.92,76.65,1.26,3.43,1.1,0.9,1.41,1.69,3.79,9.75,Jaren Jackson Jr.,2018,20,Jaren Jackson Jr.@@@2019,2018-2019_jacksja02_regular_season_box_scores.csv,Memphis Grizzlies,"$6,927,480",PF
12.07,6.78,47,1671.52,48.93,45.07,84.44,0.4,3.24,4.75,0.67,0.18,1.75,1.79,10.67,Joe Ingles,2020,32,Joe Ingles@@@2021,2020-2021_inglejo01_regular_season_box_scores.csv,Utah Jazz,"$13,036,364",SG
27.73,2.48,40,2056.71,47.89,35.04,73.04,0.82,7.17,8.59,0.97,0.55,4.26,2.3,21.46,Luka Doncic,2020,25,Luka Doncic@@@2021,2020-2021_doncilu01_regular_season_box_scores.csv,Dallas Mavericks,"$10,174,391",PG
14.14,2.81,44,1968.93,47.66,31.22,72.73,0.75,3.1,5.82,0.99,0.24,2.57,2.61,10.76,Goran Dragic,2015,27,Goran Dragic@@@2016,2015-2016_dragigo01_regular_season_box_scores.csv,Miami Heat,"$15,891,725",PG
26.85,1.99,39,2204.96,52.92,30.71,75.98,2.08,7.96,4.81,1.45,1.41,2.97,3.08,22.35,Giannis Antetokounmpo,2017,23,Giannis Antetokounmpo@@@2018,2017-2018_antetgi01_regular_season_box_scores.csv,Milwaukee Bucks,"$24,157,303",PF
19.54,7.49,50,1962.38,46.23,37.08,89.63,0.53,3.66,9.97,2.05,0.18,2.62,2.5,18.61,Chris Paul,2015,30,Chris Paul@@@2016,2015-2016_paulch01_regular_season_box_scores.csv,LA Clippers,"$22,868,827",PG
19.05,5.9,40,1880.87,54.22,44.5,79.1,1.49,5.8,1.15,0.66,0.89,1.26,2.07,15.17,Michael Porter Jr.,2020,22,Michael Porter Jr.@@@2021,2020-2021_portemi01_regular_season_box_scores.csv,Denver Nuggets,"$5,258,735",SF
28.03,5.56,47,2314.86,49.58,38.66,86.03,0.61,7.38,3.5,1.33,1.17,3.76,2.02,20.42,Kevin Durant,2011,23,Kevin Durant@@@2012,2011-2012_duranke01_regular_season_box_scores.csv,Oklahoma City Thunder,"$17,832,626",PF
12.18,2.9,47,1994.93,57.67,20.0,76.76,2.37,4.76,1.21,0.76,0.72,1.09,2.66,10.79,Taj Gibson,2017,28,Taj Gibson@@@2018,2017-2018_gibsota01_regular_season_box_scores.csv,Minnesota Timberwolves,"$14,000,000",F
22.12,-1.74,31,2043.85,53.1,25.71,84.48,0.65,4.87,5.59,1.03,0.29,2.41,2.65,17.77,DeMar DeRozan,2019,34,DeMar DeRozan@@@2020,2019-2020_derozde01_regular_season_box_scores.csv,San Antonio Spurs,"$27,739,975",SF
22.15,6.29,37,2200.68,47.45,35.0,85.41,1.34,3.98,4.88,1.97,0.41,1.83,1.32,19.21,Jimmy Butler,2017,28,Jimmy Butler@@@2018,2017-2018_butleji01_regular_season_box_scores.csv,Philadelphia 76ers,"$20,445,779",SF
6.78,-2.9,32,1140.29,53.15,0.0,54.81,2.17,3.26,0.42,0.51,0.9,0.62,2.37,6.13,Kosta Koufos,2015,28,Kosta Koufos@@@2016,2015-2016_koufoko01_regular_season_box_scores.csv,Sacramento Kings,"$8,046,500",C
11.38,0.83,30,1817.57,43.28,40.09,82.56,0.45,2.29,1.52,1.17,0.38,1.1,1.83,7.67,Courtney Lee,2011,22,Courtney Lee@@@2012,2011-2012_leeco01_regular_season_box_scores.csv,Boston Celtics,"$5,000,000",G
23.14,3.17,48,2181.18,45.09,32.72,80.08,0.76,3.42,10.65,2.01,0.63,4.13,1.94,19.61,John Wall,2016,26,John Wall@@@2017,2016-2017_walljo01_regular_season_box_scores.csv,Washington Wizards,"$19,169,800",PG
10.32,-1.13,32,1367.18,49.81,21.43,72.73,1.13,4.4,0.68,0.42,1.43,1.12,2.63,7.51,Eric Bledsoe,2015,19,Eric Bledsoe@@@2016,2015-2016_turnemy01_regular_season_box_scores.csv,Phoenix Suns,"$14,000,000",SG
10.98,1.26,24,1547.76,42.34,34.15,74.36,0.76,4.13,3.04,0.7,0.33,1.35,2.41,8.49,Blake Griffin,2020,34,Blake Griffin@@@2021,2020-2021_griffbl01_regular_season_box_scores.csv,Brooklyn Nets,"$1,669,178",PF
9.99,1.32,47,1542.05,41.06,37.2,88.98,0.32,1.56,2.79,0.67,0.13,1.29,1.56,6.96,Patty Mills,2017,28,Patty Mills@@@2018,2017-2018_millspa02_regular_season_box_scores.csv,San Antonio Spurs,"$11,571,429",PG
15.88,-0.41,26,1914.51,45.87,39.09,84.56,0.78,3.8,3.61,0.96,0.45,1.65,1.73,12.32,Gordon Hayward,2021,26,Gordon Hayward@@@2022,2021-2022_haywago01_regular_season_box_scores.csv,Charlotte Hornets,"$30,075,000",SF
18.98,3.85,47,2168.27,49.44,33.71,78.57,0.77,3.74,6.0,1.52,0.79,2.63,2.48,15.32,Jrue Holiday,2017,21,Jrue Holiday@@@2018,2017-2018_holidjr01_regular_season_box_scores.csv,New Orleans Pelicans,"$25,976,111",PG
18.47,-2.71,31,2059.92,44.44,29.81,66.67,1.41,6.03,7.05,0.96,0.26,3.78,3.01,13.42,Russell Westbrook,2021,33,Russell Westbrook@@@2022,2021-2022_westbru01_regular_season_box_scores.csv,LA Clippers,"$495,955",PG
13.79,-4.93,20,1663.95,42.33,34.26,83.98,0.36,2.11,2.63,0.58,0.26,2.11,2.96,7.72,Devin Booker,2015,20,Devin Booker@@@2016,2015-2016_bookede01_regular_season_box_scores.csv,Phoenix Suns,"$2,223,600",SG
27.45,4.17,14,2258.1,46.92,41.84,91.47,0.55,3.83,5.76,1.41,0.59,2.52,2.79,20.17,Kyrie Irving,2021,29,Kyrie Irving@@@2022,2021-2022_irvinky01_regular_season_box_scores.csv,Dallas Mavericks,"$38,917,057",PG
18.95,-4.64,16,1708.88,43.1,38.71,76.51,0.38,2.26,5.81,1.07,0.43,2.67,1.62,13.5,D'Angelo Russell,2020,22,D'Angelo Russell@@@2021,2020-2021_russeda01_regular_season_box_scores.csv,Minnesota Timberwolves,"$30,013,500",PG
9.14,3.12,47,1628.98,53.47,33.33,66.1,2.92,4.62,0.42,0.5,3.65,1.2,2.71,9.79,Serge Ibaka,2011,20,Serge Ibaka@@@2012,2011-2012_ibakase01_regular_season_box_scores.csv,Oklahoma City Thunder,"$12,350,000",F
2.6,0.45,41,561.08,42.74,0.0,64.0,0.7,1.96,0.66,0.3,0.19,0.42,1.32,2.26,Anderson Varejao,2015,30,Anderson Varejao@@@2016,2015-2016_varejan01_regular_season_box_scores.csv,Golden State Warriors,"$980,431",C
22.03,2.66,40,2233.54,41.03,33.04,87.69,0.85,6.85,10.26,1.26,0.55,4.37,2.35,19.61,James Harden,2021,26,James Harden@@@2022,2021-2022_hardeja01_regular_season_box_scores.csv,Philadelphia 76ers,"$33,000,000",SG
6.68,-1.18,12,1257.65,45.05,40.87,80.15,1.42,3.12,1.26,0.43,0.43,0.75,2.23,5.91,Anthony Tolliver,2010,21,Anthony Tolliver@@@2011,2010-2011_tollian01_regular_season_box_scores.csv,Minnesota Timberwolves,"$2,050,000",PF
27.13,5.26,52,2261.19,56.69,37.91,75.04,1.05,5.87,6.34,1.57,0.34,3.51,1.64,22.64,LeBron James,2013,29,LeBron James@@@2014,2013-2014_jamesle01_regular_season_box_scores.csv,Cleveland Cavaliers,"$20,644,400",SF
12.52,-2.02,23,1461.59,44.29,41.42,86.81,0.36,2.08,2.02,0.74,0.3,1.56,2.35,7.5,Klay Thompson,2011,21,Klay Thompson@@@2012,2011-2012_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$2,222,160",SG
13.86,-1.0,27,1821.29,45.09,39.05,83.65,1.37,3.22,1.42,0.97,1.02,1.53,1.78,10.41,Nicolas Batum,2011,23,Nicolas Batum@@@2012,2011-2012_batumni01_regular_season_box_scores.csv,Portland Trail Blazers,"$10,850,000",PF
11.96,3.54,11,1467.31,44.53,40.22,96.77,0.81,2.19,3.96,0.85,0.46,1.5,0.58,9.88,Derrick Rose,2021,33,Derrick Rose@@@2022,2021-2022_rosede01_regular_season_box_scores.csv,New York Knicks,"$14,520,730",PG
20.07,2.15,37,2100.3,41.31,28.41,83.18,0.68,3.93,3.5,1.22,0.18,2.28,2.03,13.11,DeMar DeRozan,2014,29,DeMar DeRozan@@@2015,2014-2015_derozde01_regular_season_box_scores.csv,Toronto Raptors,"$10,050,000",SF
25.01,6.17,62,2241.38,44.52,33.25,85.77,1.0,3.07,7.69,1.05,0.63,3.43,1.68,18.72,Derrick Rose,2010,22,Derrick Rose@@@2011,2010-2011_rosede01_regular_season_box_scores.csv,Chicago Bulls,"$6,993,708",PG
9.95,1.18,31,1299.4,51.17,33.33,81.05,2.26,4.74,2.36,0.99,0.62,1.3,2.6,9.8,Nikola Jokic,2015,21,Nikola Jokic@@@2016,2015-2016_jokicni01_regular_season_box_scores.csv,Denver Nuggets,"$1,358,500",C
6.91,-0.45,34,1189.75,51.18,0.0,72.07,1.71,3.81,1.46,0.46,0.59,0.96,2.0,6.67,Bam Adebayo,2017,21,Bam Adebayo@@@2018,2017-2018_adebaba01_regular_season_box_scores.csv,Miami Heat,"$2,955,840",C
15.29,0.52,11,1917.33,39.84,32.43,93.1,0.43,4.38,1.95,0.57,0.48,1.24,1.43,10.66,Danilo Gallinari,2017,30,Danilo Gallinari@@@2018,2017-2018_gallida01_regular_season_box_scores.csv,LA Clippers,"$21,587,579",PF
11.85,0.79,36,1831.5,45.56,34.59,83.19,0.89,2.59,3.14,0.8,0.62,1.65,1.61,9.56,Gordon Hayward,2011,16,Gordon Hayward@@@2012,2011-2012_haywago01_regular_season_box_scores.csv,Utah Jazz,"$2,709,720",SF
22.5,-1.79,32,2276.71,50.58,29.17,64.17,3.29,8.77,3.8,0.77,0.55,2.72,3.07,17.74,Blake Griffin,2010,24,Blake Griffin@@@2011,2010-2011_griffbl01_regular_season_box_scores.csv,LA Clippers,"$5,731,080",PF
25.87,4.12,41,2028.94,44.84,35.47,85.3,0.82,3.39,5.34,1.48,0.18,2.99,2.45,17.87,Donovan Mitchell,2021,24,Donovan Mitchell@@@2022,2021-2022_mitchdo01_regular_season_box_scores.csv,Cleveland Cavaliers,"$30,913,750",SG
27.26,10.0,52,2027.14,47.16,43.7,91.64,0.65,4.7,5.23,1.33,0.36,2.78,2.41,20.56,Stephen Curry,2018,30,Stephen Curry@@@2019,2018-2019_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$40,231,758",PG
29.87,4.89,36,2233.55,51.84,38.33,90.95,0.53,6.87,6.38,0.87,0.95,3.47,2.05,23.75,Kevin Durant,2021,33,Kevin Durant@@@2022,2021-2022_duranke01_regular_season_box_scores.csv,Phoenix Suns,"$44,119,845",PF
